[2021-06-14 00:27:09,887: WARNING/ForkPoolWorker-6] 60748417 function calls (60137521 primitive calls) in 48.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/operations.py:221(limit_offset_sql)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/options.py:377(managers_map)
       14    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:381(select_format)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/datastructures.py:228(__new__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/regex_helper.py:340(_lazy_re_compile)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/base.py:1012(_ndarray_values)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:122(pushlines)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:874(_power_of_two)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/contextlib.py:79(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/encodings/__init__.py:43(normalize_encoding)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.sub}
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_source.py:31(parse)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:1826(is_object)
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.get_reverse_indexer}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/util/_validators.py:241(validate_axis_style_args)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:809(acquire)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/socket.py:560(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:1230(current_thread)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:388(_from_axes)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1006(is_signed_integer_dtype)
       11    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/_config/config.py:596(_translate_key)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/fromnumeric.py:592(transpose)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       16    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/operations.py:112(quote_name)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:59(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/lookups.py:134(contains_aggregate)
        6    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/tree.py:78(add)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:655(db_type_parameters)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/lookups.py:88(process_rhs)
        7    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/expressions.py:770(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:818(_get_content_length)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/message.py:459(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/utils.py:261(_route_db)
       32    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/anomaly.py:38(source_node_id)
       13    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node.py:25(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/analysis.py:3(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/reshape/concat.py:353(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1863(_shape_compat)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:2832(_assert_can_do_setop)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:762(get_from_clause)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:356(_init_decoder)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:605(getheader)
       12    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/timeout.py:109(_validate_timeout)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/base.py:329(make_debug_cursor)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/tree.py:29(_new_instance)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:1029(get_prep_value)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/typing.py:1039(_abc_negative_cache_version)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/re.py:204(split)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.6/enum.py:594(name)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       17    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/aggregators/root.py:5(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/window.py:200(_get_index)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:1857(_asarray_compat)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:132(<listcomp>)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:3279(_set_as_cached)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/response.py:412(_error_catcher)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/base/base.py:544(validate_thread_sharing)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:935(join)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.6/asyncio/events.py:591(get_event_loop)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
       42    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       10    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/managers.py:919(consolidate)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/concat.py:100(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/dtypes/common.py:1063(is_unsigned_integer_dtype)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/lib/index_tricks.py:653(__next__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/numpy/core/numeric.py:112(zeros_like)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/computation/expressions.py:182(_bool_arith_check)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/compiler.py:1410(SQLDeleteCompiler)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query_utils.py:197(merge_dicts)
       14    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/fields/__init__.py:727(get_db_converters)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/kombu/utils/encoding.py:72(safe_str)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:542(usesTime)
      121    0.000    0.000    0.000    0.000 /usr/lib/python3.6/copy.py:190(_deepcopy_atomic)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.6/threading.py:239(__enter__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:843(__enter__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:847(__exit__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
        7    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/params/boolean.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/analysis.py:16(build_anomalies_map)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/internals/blocks.py:217(get_values)
        3    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:613(_get_attributes_dict)
        8    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.concatenate}
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/urllib3/util/retry.py:326(is_retry)
        1    0.000    0.000    0.000    0.000 {method 'get_parameter_status' of 'psycopg2.extensions.connection' objects}
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/backends/postgresql/base.py:153(get_connection_params)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/query.py:38(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/http/client.py:384(_check_close)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/logging/__init__.py:548(formatMessage)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.6/email/parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.6/sre_parse.py:223(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/node_detector.py:7(__init__)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/ts_project/salib/model/pipeline/nodes/transformers/std_normalize.py:5(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/generic.py:3324(_maybe_update_cacher)
        4    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/arrays/numpy_.py:165(__array__)
        5    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/indexes/base.py:3901(values)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/elasticsearch/transport.py:186(get_connection)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/psycopg2/_json.py:159(_create_json_typecasters)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/options.py:379(<dictcomp>)
        8    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/options.py:477(<genexpr>)
       18    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/sql/query.py:2195(extra_select)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/db/models/lookups.py:197(get_db_prep_lookup)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/django/utils/datastructures.py:264(__init__)
        2    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/base.py:87(_reset_cache)
        1    0.000    0.000    0.000    0.000 /home/jmartty/tsa/ts-analysis/backend/venv/lib/python3.6/site-packages/pandas/core/common.py:230(dict_keys_to_ordered_list)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       16    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
